"id","item","texteffect","chislo"
"6865","wanderer_02_belt_alt_c"," Charge  rate increased by 5%","5"
"6866","wanderer_02_boots","+13 Ice Armor","13"
"6867","wanderer_02_boots","+10% to Fire Damage","10"
"6868","wanderer_02_boots","+10% to Poison Damage","10"
"6869","wanderer_02_boots","+5 Ice Armor","5"
"6870","wanderer_02_boots","+9 Ice Armor","9"
"6871","wanderer_02_boots_alt_b","+36 Poison Armor","36"
"6872","wanderer_02_boots_alt_b","+36 Ice Armor","36"
"6873","wanderer_02_boots_alt_b","+36 Fire Armor","36"
"6874","wanderer_02_boots_alt_b","+36 Electric Armor","36"
"6875","wanderer_02_boots_alt_b","11 Physical Damage Reflected","11"
"6876","wanderer_02_boots_alt_b","+4% Ranged Weapon Damage bonus","4"
"6877","wanderer_02_boots_alt_c","+35% pet and minion Health","35"
"6878","wanderer_02_boots_alt_c","+101 Health","101"
"6879","wanderer_02_boots_alt_c","All Damage Taken is reduced by -1,1% ","1"
"6880","wanderer_02_boots_alt_c","5% chance to cast Raise Shadowling on kill","5"
"6881","wanderer_02_boots_alt_set","+18 Ice Armor","18"
"6882","wanderer_02_boots_alt_set","+23 Mana","23"
"6883","wanderer_02_boots_alt_set","+6 Fire Armor","6"
"6884","wanderer_02_chest","6% chance to reflect missiles at 50% weapon DPS","6"
"6885","wanderer_02_chest","+13 Electric Armor","13"
"6886","wanderer_02_chest","+4% to Physical Armor","4"
"6887","wanderer_02_chest","+3% to Poison Damage","3"
"6888","wanderer_02_chest","+7 Dexterity Attribute bonus","7"
"6889","wanderer_02_chest_alt_b","+18 Ice Armor","18"
"6890","wanderer_02_chest_alt_b","+42 Electric Armor","42"
"6891","wanderer_02_chest_alt_b","+3 Focus Attribute bonus","3"
"6892","wanderer_02_chest_alt_b","11 Physical Damage Reflected","11"
"6893","wanderer_02_chest_alt_c","+39 Fire Armor","39"
"6894","wanderer_02_chest_alt_c","+8 Ice Armor","8"
"6895","wanderer_02_chest_alt_c","+3% Dodge chance","3"
"6896","wanderer_02_chest_alt_c","+34 Health","34"
"6897","wanderer_02_chest_alt_set","5% increase in magic-finding Luck","5"
"6898","wanderer_02_chest_alt_set","+20% Ranged Weapon Damage bonus","20"
"6899","wanderer_02_gloves","+20% to Poison Damage","20"
"6900","wanderer_02_gloves","+13 Ice Armor","13"
"6901","wanderer_02_gloves","2% increase in the amount of experience gained","2"
"6902","wanderer_02_gloves_alt_b","+18 Fire Armor","18"
"6903","wanderer_02_gloves_alt_b","31 Physical Damage Reflected","31"
"6904","wanderer_02_gloves_alt_b","5% increase in magic-finding Luck","5"
"6905","wanderer_02_gloves_alt_c","+70 Electric Armor","70"
"6906","wanderer_02_gloves_alt_c","13 Physical Damage Reflected","13"
"6907","wanderer_02_gloves_alt_c","+4% Ranged Weapon Damage bonus","4"
"6908","wanderer_02_gloves_alt_set","+42 Electric Armor","42"
"6909","wanderer_02_gloves_alt_set","+9 Vitality Attribute bonus","9"
"6910","wanderer_02_gloves_alt_set","All Damage Taken is reduced by -1,1% ","1"
"6911","wanderer_02_helmet","+8% Ranged Weapon Damage bonus","8"
"6912","wanderer_02_helmet","10% increase in the amount of gold found","10"
"6913","wanderer_02_helmet","+9 Electric Armor","9"
"6914","wanderer_02_helmet","+7 Dexterity Attribute bonus","7"
"6915","wanderer_02_helmet_alt_b","+194 Health","194"
"6916","wanderer_02_helmet_alt_b","+9 Vitality Attribute bonus","9"
"6917","wanderer_02_helmet_alt_b"," Charge  rate increased by 5%","5"
"6918","wanderer_02_helmet_alt_b","+3% to Poison Damage","3"
"6919","wanderer_02_helmet_alt_c","+2% Health","2"
"6920","wanderer_02_helmet_alt_c","+8 Ice Armor","8"
"6921","wanderer_02_helmet_alt_c","+25 Mana","25"
"6922","wanderer_02_pants","+20% Ranged Weapon Damage bonus","20"
"6923","wanderer_02_pants","+5 Dexterity Attribute bonus","5"
"6924","wanderer_02_pants","+7 Mana","7"
"6925","wanderer_02_pants","3% chance to reflect missiles at 50% weapon DPS","3"
"6926","wanderer_02_pants_alt_b","+10% Dodge chance","10"
"6927","wanderer_02_pants_alt_b","5% chance to cast Raise Shadowling on kill","5"
"6928","wanderer_02_pants_alt_c","+50% pet and minion Speed","50"
"6929","wanderer_02_pants_alt_c","-8 to all item character stat requirements","8"
"6930","wanderer_02_pants_alt_c","+5% to Electric Damage","5"
"6931","wanderer_02_pants_alt_set","+35% to Poison Damage","35"
"6932","wanderer_02_pants_alt_set","31 Physical Damage Reflected","31"
"6933","wanderer_02_ring","+39 Ice Armor","39"
"6934","wanderer_02_ring","+9 Ice Armor","9"
"6935","wanderer_02_ring_alt_b","+18 Electric Armor","18"
"6936","wanderer_02_ring_alt_b","+56 Health","56"
"6937","wanderer_02_ring_alt_b","-4 to all item character stat requirements","4"
"6938","wanderer_02_ring_alt_b","6% chance to reflect missiles at 50% weapon DPS","6"
"6939","wanderer_02_ring_alt_b","+5% to Fire Damage","5"
"6940","wanderer_02_ring_alt_c","5% increase in magic-finding Luck","5"
"6941","wanderer_02_ring_alt_c","+8 Dexterity Attribute bonus","8"
"6942","wanderer_02_ring_alt_c","+15% to Poison Damage","15"
"6943","wanderer_02_shoulders","15% chance to reflect missiles at 50% weapon DPS","15"
"6944","wanderer_02_shoulders","+5 Vitality Attribute bonus","5"
"6945","wanderer_02_shoulders","+9 Fire Armor","9"
"6946","wanderer_02_shoulders","+9 Fire Armor","9"
"6947","wanderer_02_shoulders_alt_b","+42 Ice Armor","42"
"6948","wanderer_02_shoulders_alt_b","+56 Health","56"
"6949","wanderer_02_shoulders_alt_b","+4 Mana","4"
"6950","wanderer_02_shoulders_alt_c","25% chance to reflect missiles at 50% weapon DPS","25"
"6951","wanderer_02_shoulders_alt_c","5% chance to cast Raise Shadowling on kill","5"
"6952","wanderer_03_amulet","+420 Health","420"
"6953","wanderer_03_amulet","+5 Vitality Attribute bonus","5"
"6954","wanderer_03_amulet_alt_b","+25 Electric Armor","25"
"6955","wanderer_03_amulet_alt_b","+20% to Poison Damage","20"
"6956","wanderer_03_amulet_alt_b","4% faster movement speed","4"
"6957","wanderer_03_amulet_alt_b","+25 Poison Armor","25"
"6958","wanderer_03_amulet_alt_c","+15% to Electric Damage","15"
"6959","wanderer_03_amulet_alt_c","+15% to Fire Damage","15"
"6960","wanderer_03_amulet_alt_c","+6 Dexterity Attribute bonus","6"
"6961","wanderer_03_amulet_alt_c","21 Physical Damage Reflected","21"
"6962","wanderer_03_belt","+38 to Physical Armor","38"
"6963","wanderer_03_belt","+4% Ranged Weapon Damage bonus","4"
"6964","wanderer_03_belt","+8% Ranged Weapon Damage bonus","8"
"6965","wanderer_03_belt_alt_b","+20% to Poison Damage","20"
"6966","wanderer_03_belt_alt_b","+3% Attack Speed","3"
"6967","wanderer_03_belt_alt_b","+25 Electric Armor","25"
"6968","wanderer_03_belt_alt_c","+54 Health","54"
"6969","wanderer_03_belt_alt_c","+10% to Physical Armor","10"
"6970","wanderer_03_belt_alt_c","+22 Mana","22"
"6971","wanderer_03_belt_alt_set","9% increase in magic-finding Luck","9"
"6972","wanderer_03_belt_alt_set","+16 Dexterity Attribute bonus","16"
"6973","wanderer_03_boots","+420 Health","420"
"6974","wanderer_03_boots","+10 Focus Attribute bonus","10"
"6975","wanderer_03_boots","+4% Ranged Weapon Damage bonus","4"
"6976","wanderer_03_boots_alt_b","+144 Health","144"
"6977","wanderer_03_boots_alt_b","-2 to all item character stat requirements","2"
"6978","wanderer_03_boots_alt_b","15% chance to reflect missiles at 50% weapon DPS","15"
"6979","wanderer_03_boots_alt_b","+10% to Poison Damage","10"
"6980","wanderer_03_boots_alt_b","2% increase in the amount of gold found","2"
"6981","wanderer_03_boots_alt_c","+6 Dexterity Attribute bonus","6"
"6982","wanderer_03_boots_alt_c","+31 Mana","31"
"6983","wanderer_03_boots_alt_c","+12% Melee Weapon Damage bonus","12"
"6984","wanderer_03_boots_alt_c","+12% Ranged Weapon Damage bonus","12"
"6985","wanderer_03_boots_set_leone","+6% Mana","6"
"6986","wanderer_03_boots_set_leone","+12% Ranged Weapon Damage bonus","12"
"6987","wanderer_03_boots_set_leone","+4% Dodge chance","4"
"6988","wanderer_03_chest","+52 Ice Armor","52"
"6989","wanderer_03_chest","+23 Focus Attribute bonus","23"
"6990","wanderer_03_chest","+4% Ranged Weapon Damage bonus","4"
"6991","wanderer_03_chest_alt_b","+6% to Fire Damage","6"
"6992","wanderer_03_chest_alt_b","+2% Critical Hit Chance","2"
"6993","wanderer_03_chest_alt_b"," Charge  rate increased by 5%","5"
"6994","wanderer_03_chest_alt_b","+15% pet and minion Armor","15"
"6995","wanderer_03_chest_alt_b","+4% to Physical Armor","4"
"6996","wanderer_03_chest_alt_c","+15% to Poison Damage","15"
"6997","wanderer_03_chest_alt_c","+378 Health","378"
"6998","wanderer_03_chest_alt_c","+3% to Electric Damage","3"
"6999","wanderer_03_chest_alt_set","+5% Dodge chance","5"
"7000","wanderer_03_chest_alt_set","+10% to Poison Damage","10"
"7001","wanderer_03_chest_alt_set","+6 Strength Attribute bonus","6"
"7002","wanderer_03_gloves","+29 to Physical Armor","29"
"7003","wanderer_03_gloves","+14 Focus Attribute bonus","14"
"7004","wanderer_03_gloves","5% chance to cast Raise Shadowling on kill","5"
"7005","wanderer_03_gloves_alt_b","+35% to Poison Damage","35"
"7006","wanderer_03_gloves_alt_b","+5 to Physical Armor","5"
"7007","wanderer_03_gloves_alt_b","+13 Poison Armor","13"
"7008","wanderer_03_gloves_alt_b","+6 Dexterity Attribute bonus","6"
"7009","wanderer_03_gloves_alt_b","+5 Mana","5"
"7010","wanderer_03_gloves_alt_c","+12% Ranged Weapon Damage bonus","12"
"7011","wanderer_03_gloves_alt_c","+18 Vitality Attribute bonus","18"
"7012","wanderer_03_gloves_alt_c","+4% Ranged Weapon Damage bonus","4"
"7013","wanderer_03_gloves_alt_c","+43 Electric Armor","43"
"7014","wanderer_03_helmet","+35% to Electric Damage","35"
"7015","wanderer_03_helmet","+14 Dexterity Attribute bonus","14"
"7016","wanderer_03_helmet_alt_b","+29 Mana","29"
"7017","wanderer_03_helmet_alt_b","+37 Fire Armor","37"
"7018","wanderer_03_helmet_alt_b","1% increase in magic-finding Luck","1"
"7019","wanderer_03_helmet_alt_b","+13 Fire Armor","13"
"7020","wanderer_03_helmet_alt_c","60% decreased pet town travel time","60"
"7021","wanderer_03_helmet_alt_c","9% chance to reflect missiles at 50% weapon DPS","9"
"7022","wanderer_03_helmet_alt_c","+3% Dodge chance","3"
"7023","wanderer_03_helmet_alt_set","+87 Poison Armor","87"
"7024","wanderer_03_helmet_alt_set","+26 Dexterity Attribute bonus","26"
"7025","wanderer_03_helmet_alt_set","5% chance to cast Raise Shadowling on kill","5"
"7026","wanderer_03_pants","+14 Vitality Attribute bonus","14"
"7027","wanderer_03_pants","+52 Electric Armor","52"
"7028","wanderer_03_pants","+10 Vitality Attribute bonus","10"
"7029","wanderer_03_pants","+42 Health","42"
"7030","wanderer_03_pants_alt_b","+87 Fire Armor","87"
"7031","wanderer_03_pants_alt_b","+4% to Physical Armor","4"
"7032","wanderer_03_pants_alt_b","+13 Ice Armor","13"
"7033","wanderer_03_pants_alt_b","+4% Ranged Weapon Damage bonus","4"
"7034","wanderer_03_pants_alt_c","+43 Electric Armor","43"
"7035","wanderer_03_pants_alt_c","+4% Dodge chance","4"
"7036","wanderer_03_pants_alt_c","+12 Focus Attribute bonus","12"
"7037","wanderer_03_pants_alt_set","+87 Fire Armor","87"
"7038","wanderer_03_pants_alt_set","+6% Damage to secondary targets","6"
"7039","wanderer_03_pants_alt_set","+25 Ice Armor","25"
"7040","wanderer_03_pants_set_leone","+6% Health","6"
"7041","wanderer_03_pants_set_leone","+12% Ranged Weapon Damage bonus","12"
"7042","wanderer_03_pants_set_leone","+4% Dodge chance","4"
"7043","wanderer_03_ring","+20% to Physical Armor","20"
"7044","wanderer_03_ring","16 Physical Damage Reflected","16"
"7045","wanderer_03_ring","+5 Strength Attribute bonus","5"
"7046","wanderer_03_ring_alt_b","+11 Focus Attribute bonus","11"
"7047","wanderer_03_ring_alt_b","+9 Mana","9"
"7048","wanderer_03_ring_alt_b","+21 Mana","21"
"7049","wanderer_03_ring_alt_b","3% chance to reflect missiles at 50% weapon DPS","3"
"7050","wanderer_03_ring_alt_c","+72 Fire Armor","72"
"7051","wanderer_03_ring_alt_c","+10% pet and minion Health","10"
"7052","wanderer_03_ring_alt_c","+12 to Physical Armor","12"
"7053","wanderer_03_ring_alt_c","+8% Ranged Weapon Damage bonus","8"
"7054","wanderer_03_shoulders","+9 to Physical Armor","9"
"7055","wanderer_03_shoulders","+4 Mana","4"
"7056","wanderer_03_shoulders","+15% pet and minion Health","15"
"7057","wanderer_03_shoulders","+9 Poison Armor","9"
"7058","wanderer_03_shoulders","+9 Ice Armor","9"
"7059","wanderer_03_shoulders","+9 Fire Armor","9"
"7060","wanderer_03_shoulders","+9 Electric Armor","9"
"7061","wanderer_03_shoulders","+5 Strength Attribute bonus","5"
"7062","wanderer_03_shoulders_alt_b","+6 Vitality Attribute bonus","6"
"7063","wanderer_03_shoulders_alt_b","+4% Ranged Weapon Damage bonus","4"
"7064","wanderer_03_shoulders_alt_b","10% improvement in vendor prices","10"
"7065","wanderer_03_shoulders_alt_c","+20% to Poison Damage","20"
"7066","wanderer_03_shoulders_alt_c","+18 Dexterity Attribute bonus","18"
"7067","wanderer_03_shoulders_alt_set","+11 Dexterity Attribute bonus","11"
"7068","wanderer_03_shoulders_alt_set","+10% to Poison Damage","10"
"7069","wanderer_03_shoulders_alt_set","+6% to Fire Damage","6"
"7070","wanderer_03_shoulders_alt_set","+62 Ice Armor","62"
"7071","wanderer_04_amulet","+5% Dodge chance","5"
"7072","wanderer_04_amulet","+35 Fire Armor","35"
"7073","wanderer_04_amulet","2% increase in the amount of gold found","2"
"7074","wanderer_04_amulet_alt_b","+35% to Electric Damage","35"
"7075","wanderer_04_amulet_alt_b","+12% Ranged Weapon Damage bonus","12"
"7076","wanderer_04_amulet_alt_b","+20 Electric Armor","20"
"7077","wanderer_04_amulet_alt_c","+50% pet and minion Damage","50"
"7078","wanderer_04_amulet_alt_c","+5% to Electric Damage","5"
"7079","wanderer_04_amulet_alt_c","+9 Focus Attribute bonus","9"
"7080","wanderer_04_belt","+6% Dodge chance","6"
"7081","wanderer_04_belt","+35 Electric Armor","35"
"7082","wanderer_04_belt","+2% to All Damage","2"
"7083","wanderer_04_belt_alt_b","+58 Fire Armor","58"
"7084","wanderer_04_belt_alt_b","+58 Poison Armor","58"
"7085","wanderer_04_belt_alt_b"," Charge  rate increased by 10%","10"
"7086","wanderer_04_belt_alt_b","3% increase in magic-finding Luck","3"
"7087","wanderer_04_belt_alt_b","+8 to Physical Armor","8"
"7088","wanderer_04_belt_alt_c","+50% to Poison Damage","50"
"7089","wanderer_04_belt_alt_c","+3% Dodge chance","3"
"7090","wanderer_04_boots","+14 Dexterity Attribute bonus","14"
"7091","wanderer_04_boots","-5 to all item character stat requirements","5"
"7092","wanderer_04_boots","+437 Health","437"
"7093","wanderer_04_boots_alt_b","+35 Mana","35"
"7094","wanderer_04_boots_alt_b","+10 Mana","10"
"7095","wanderer_04_boots_alt_b","+39 Fire Armor","39"
"7096","wanderer_04_boots_alt_b","+4% Ranged Weapon Damage bonus","4"
"7097","wanderer_04_boots_alt_c","+744 Health","744"
"7098","wanderer_04_boots_alt_c","+4% to All Damage","4"
"7099","wanderer_04_boots_alt_set","+135 Ice Armor","135"
"7100","wanderer_04_boots_alt_set","1% increase in the amount of experience gained","1"
"7101","wanderer_04_boots_alt_set","+15 Strength Attribute bonus","15"
"7102","wanderer_04_boots_alt_set","+5% pet and minion Health","5"
"7103","wanderer_04_chest","+6% Damage to secondary targets","6"
"7104","wanderer_04_chest","+25% to Poison Damage","25"
"7105","wanderer_04_chest_alt_b","26 Physical Damage Reflected","26"
"7106","wanderer_04_chest_alt_b","30% increase in the amount of gold found","30"
"7107","wanderer_04_chest_alt_b","+1% Dodge chance","1"
"7108","wanderer_04_chest_alt_b","5% chance to cast Raise Shadowling on kill","5"
"7109","wanderer_04_chest_alt_c","+25% pet and minion Armor","25"
"7110","wanderer_04_chest_alt_c","+60 to Physical Armor","60"
"7111","wanderer_04_chest_alt_c","+4% Ranged Weapon Damage bonus","4"
"7112","wanderer_04_chest_alt_set","+38 Strength Attribute bonus","38"
"7113","wanderer_04_chest_alt_set","+38 Focus Attribute bonus","38"
"7114","wanderer_04_chest_alt_set","5% chance to cast Raise Shadowling on kill","5"
"7115","wanderer_04_gloves","+35 Ice Armor","35"
"7116","wanderer_04_gloves","+86 Fire Armor","86"
"7117","wanderer_04_gloves","+34 Dexterity Attribute bonus","34"
"7118","wanderer_04_gloves_alt_b","+39 Ice Armor","39"
"7119","wanderer_04_gloves_alt_b","+12% Ranged Weapon Damage bonus","12"
"7120","wanderer_04_gloves_alt_b","+15 Dexterity Attribute bonus","15"
"7121","wanderer_04_gloves_alt_b","+206 Health","206"
"7122","wanderer_04_gloves_alt_c","+35% pet and minion Damage","35"
"7123","wanderer_04_gloves_alt_c","+12% Ranged Weapon Damage bonus","12"
"7124","wanderer_04_gloves_alt_c","+5% to Poison Damage","5"
"7125","wanderer_04_gloves_alt_c","+4% Ranged Weapon Damage bonus","4"
"7126","wanderer_04_gloves_alt_set","+15% to Fire Damage","15"
"7127","wanderer_04_gloves_alt_set","+10% pet and minion Health","10"
"7128","wanderer_04_gloves_alt_set","+23 Vitality Attribute bonus","23"
"7129","wanderer_04_gloves_alt_set","+5% to Poison Damage","5"
"7130","wanderer_04_gloves_alt_set","All Damage Taken is reduced by -2% ","2"
"7131","wanderer_04_gloves_alt_set","+20 Poison Armor","20"
"7132","wanderer_04_helmet","+21 Strength Attribute bonus","21"
"7133","wanderer_04_helmet","+43 Mana","43"
"7134","wanderer_04_helmet","+4% Ranged Weapon Damage bonus","4"
"7135","wanderer_04_helmet_alt_b","3% increase in the amount of experience gained","3"
"7136","wanderer_04_helmet_alt_b","3% chance to reflect missiles at 50% weapon DPS","3"
"7137","wanderer_04_helmet_alt_b","+58 Poison Armor","58"
"7138","wanderer_04_helmet_alt_b","+58 Ice Armor","58"
"7139","wanderer_04_helmet_alt_b","+5 Mana","5"
"7140","wanderer_04_helmet_alt_c","+11 Mana","11"
"7141","wanderer_04_helmet_alt_c","5% increase in the amount of experience gained","5"
"7142","wanderer_04_helmet_alt_c","+22 Ice Armor","22"
"7143","wanderer_04_helmet_alt_c","+17 Vitality Attribute bonus","17"
"7144","wanderer_04_helmet_alt_c","6% chance to reflect missiles at 50% weapon DPS","6"
"7145","wanderer_04_helmet_alt_set","+50% to Poison Damage","50"
"7146","wanderer_04_helmet_alt_set","+8 Focus Attribute bonus","8"
"7147","wanderer_04_helmet_alt_set","5% chance to cast Raise Shadowling on kill","5"
"7148","wanderer_04_pants","+25% to Poison Damage","25"
"7149","wanderer_04_pants","+5 Mana","5"
"7150","wanderer_04_pants_alt_b","+342 Health","342"
"7151","wanderer_04_pants_alt_b","+5% to Electric Damage","5"
"7152","wanderer_04_pants_alt_b","+5% to Fire Damage","5"
"7153","wanderer_04_pants_alt_b","+5% to Ice Damage","5"
"7154","wanderer_04_pants_alt_b","+5% to Poison Damage","5"
"7155","wanderer_04_pants_alt_b","+8% Ranged Weapon Damage bonus","8"
"7156","wanderer_04_pants_alt_c","+26 to Physical Armor","26"
"7157","wanderer_04_pants_alt_c","+8% Ranged Weapon Damage bonus","8"
"7158","wanderer_04_pants_alt_c","+25 Vitality Attribute bonus","25"
"7159","wanderer_04_pants_alt_c","+15% pet and minion Armor","15"
"7160","wanderer_04_ring","+35 to Physical Armor","35"
"7161","wanderer_04_ring","+21 Vitality Attribute bonus","21"
"7162","wanderer_04_ring","+6% to Poison Damage","6"
"7163","wanderer_04_ring","+35 Fire Armor","35"
"7164","wanderer_04_ring_alt_b","+6% to Poison Damage","6"
"7165","wanderer_04_ring_alt_b","+50% to Poison Damage","50"
"7166","wanderer_04_ring_alt_c","+25% to Fire Damage","25"
"7167","wanderer_04_ring_alt_c","28 Physical Damage Reflected","28"
"7168","wanderer_04_ring_alt_set","+96 Ice Armor","96"
"7169","wanderer_04_ring_alt_set","+35% to Poison Damage","35"
"7170","wanderer_04_shoulders","15% chance to reflect missiles at 50% weapon DPS","15"
"7171","wanderer_04_shoulders","+21 Dexterity Attribute bonus","21"
"7172","wanderer_04_shoulders","+2% Critical Hit Chance","2"
"7173","wanderer_04_shoulders_alt_b","+70 to Physical Armor","70"
"7174","wanderer_04_shoulders_alt_b","+23 Dexterity Attribute bonus","23"
"7175","wanderer_04_shoulders_alt_b","+4% Ranged Weapon Damage bonus","4"
"7176","wanderer_04_shoulders_alt_c","+22 Fire Armor","22"
"7177","wanderer_04_shoulders_alt_c","+107 Poison Armor","107"
"7178","wanderer_04_shoulders_alt_c","+10% to Poison Damage","10"
"7179","wanderer_04_shoulders_alt_c","+5% to Poison Damage","5"
"7180","wanderer_05_amulet","+74 Fire Armor","74"
"7181","wanderer_05_amulet","+30 to Physical Armor","30"
"7182","wanderer_05_amulet","-10 to all item character stat requirements","10"
"7183","wanderer_05_amulet","+49 Ice Armor","49"
"7184","wanderer_05_amulet_alt_b","+35% to Poison Damage","35"
"7185","wanderer_05_amulet_alt_b","+49 Focus Attribute bonus","49"
"7186","wanderer_05_amulet_alt_c","+260 Poison Armor","260"
"7187","wanderer_05_amulet_alt_c","+87 Ice Armor","87"
"7188","wanderer_05_amulet_alt_set","233 Physical Damage Reflected","233"
"7189","wanderer_05_amulet_alt_set","+4% Ranged Weapon Damage bonus","4"
"7190","wanderer_05_amulet_alt_set","+80 Poison Armor","80"
"7191","wanderer_05_amulet_alt_set","+10 Vitality Attribute bonus","10"
"7192","wanderer_05_belt","+122 Ice Armor","122"
"7193","wanderer_05_belt","+74 Electric Armor","74"
"7194","wanderer_05_belt","6% chance to reflect missiles at 50% weapon DPS","6"
"7195","wanderer_05_belt","+25 Fire Armor","25"
"7196","wanderer_05_belt_alt_b","+15% to Poison Damage","15"
"7197","wanderer_05_belt_alt_b","+80 Poison Armor","80"
"7198","wanderer_05_belt_alt_b","+49 Focus Attribute bonus","49"
"7199","wanderer_05_belt_alt_b","3% chance to reflect missiles at 50% weapon DPS","3"
"7200","wanderer_05_belt_alt_c","All Damage Taken is reduced by -2% ","2"
"7201","wanderer_05_belt_alt_c","8% Damage bonus when dual-wielding","8"
"7202","wanderer_05_belt_alt_c","6% chance to reflect missiles at 50% weapon DPS","6"
"7203","wanderer_05_belt_alt_c","+21 Dexterity Attribute bonus","21"
"7204","wanderer_05_boots","+5% to Poison Damage","5"
"7205","wanderer_05_boots","+10% to Poison Damage","10"
"7206","wanderer_05_boots","+50% pet and minion Health","50"
"7207","wanderer_05_boots_alt_b","5% increase in the amount of experience gained","5"
"7208","wanderer_05_boots_alt_b","+3% to Poison Damage","3"
"7209","wanderer_05_boots_alt_b","4% increase in the amount of gold found","4"
"7210","wanderer_05_boots_alt_b","+20 Dexterity Attribute bonus","20"
"7211","wanderer_05_boots_alt_b","1% increase in magic-finding Luck","1"
"7212","wanderer_05_boots_alt_c","5% increase in magic-finding Luck","5"
"7213","wanderer_05_boots_alt_c","+664 Health","664"
"7214","wanderer_05_boots_alt_c","9% reduction in Fumble Chance","9"
"7215","wanderer_05_boots_alt_set","+20% to Physical Armor","20"
"7216","wanderer_05_boots_alt_set","+8% Ranged Weapon Damage bonus","8"
"7217","wanderer_05_boots_alt_set"," Charge  rate increased by 5%","5"
"7218","wanderer_05_chest","+28 Dexterity Attribute bonus","28"
"7219","wanderer_05_chest","+12 Mana","12"
"7220","wanderer_05_chest","+25% pet and minion Damage","25"
"7221","wanderer_05_chest_alt_b","+133 Fire Armor","133"
"7222","wanderer_05_chest_alt_b","+54 Electric Armor","54"
"7223","wanderer_05_chest_alt_b","+15% to Fire Damage","15"
"7224","wanderer_05_chest_alt_b","+12 Mana","12"
"7225","wanderer_05_chest_alt_c","+10% to Electric Damage","10"
"7226","wanderer_05_chest_alt_c","+144 Electric Armor","144"
"7227","wanderer_05_chest_alt_c","+4% Dodge chance","4"
"7228","wanderer_05_chest_alt_set","+20% Ranged Weapon Damage bonus","20"
"7229","wanderer_05_chest_alt_set","34 Physical Damage Reflected","34"
"7230","wanderer_05_chest_alt_set","+27 Fire Armor","27"
"7231","wanderer_05_chest_alt_set","+5% pet and minion Armor","5"
"7232","wanderer_05_chest_alt_set","+18 Mana","18"
"7233","wanderer_05_chest_alt_set","+27 Poison Armor","27"
"7234","wanderer_05_gloves","+19 Dexterity Attribute bonus","19"
"7235","wanderer_05_gloves","+580 Health","580"
"7236","wanderer_05_gloves","+25 Ice Armor","25"
"7237","wanderer_05_gloves_alt_b","+15% to Poison Damage","15"
"7238","wanderer_05_gloves_alt_b","+187 Fire Armor","187"
"7239","wanderer_05_gloves_alt_c","+19 Mana","19"
"7240","wanderer_05_gloves_alt_c","+948 Health","948"
"7241","wanderer_05_gloves_alt_c","5% chance to cast Raise Shadowling on kill","5"
"7242","wanderer_05_gloves_alt_set","+10 Knockback","10"
"7243","wanderer_05_gloves_alt_set","+41 Mana","41"
"7244","wanderer_05_gloves_alt_set","+1m to Bow, Crossbow, Pistol and Wand range","1"
"7245","wanderer_05_gloves_alt_set","6% chance to reflect missiles at 50% weapon DPS","6"
"7246","wanderer_05_helmet","10% increase in the amount of gold found","10"
"7247","wanderer_05_helmet","+20% Melee Weapon Damage bonus","20"
"7248","wanderer_05_helmet","2% chance to Stun target for 5 sec.","2"
"7249","wanderer_05_helmet_alt_b","+888 Health","888"
"7250","wanderer_05_helmet_alt_b","+27 Ice Armor","27"
"7251","wanderer_05_helmet_alt_b","+4% Ranged Weapon Damage bonus","4"
"7252","wanderer_05_helmet_alt_c","9% chance to reflect missiles at 50% weapon DPS","9"
"7253","wanderer_05_helmet_alt_c","+144 Ice Armor","144"
"7254","wanderer_05_helmet_alt_c","+11 Dexterity Attribute bonus","11"
"7255","wanderer_05_helmet_alt_c","+5% to Electric Damage","5"
"7256","wanderer_05_helmet_alt_set","+25% Potion effectiveness","25"
"7257","wanderer_05_helmet_alt_set","+11 to Physical Armor","11"
"7258","wanderer_05_helmet_alt_set","+30 Dexterity Attribute bonus","30"
"7259","wanderer_05_helmet_alt_set"," Charge  rate increased by 5%","5"
"7260","wanderer_05_pants","39 Health stolen on hit","39"
"7261","wanderer_05_pants","+40 Mana","40"
"7262","wanderer_05_pants","+4% Ranged Weapon Damage bonus","4"
"7263","wanderer_05_pants_alt_b","+4% Critical Hit Chance","4"
"7264","wanderer_05_pants_alt_b","+240 Ice Armor","240"
"7265","wanderer_05_pants_alt_b","+4% Ranged Weapon Damage bonus","4"
"7266","wanderer_05_pants_alt_c","+6% to Physical Armor","6"
"7267","wanderer_05_pants_alt_c","+87 Fire Armor","87"
"7268","wanderer_05_pants_alt_c","+35 to Physical Armor","35"
"7269","wanderer_05_pants_alt_c","+21 Dexterity Attribute bonus","21"
"7270","wanderer_05_pants_alt_set","+18 Mana","18"
"7271","wanderer_05_pants_alt_set","+80 Ice Armor","80"
"7272","wanderer_05_pants_alt_set","+80 Fire Armor","80"
"7273","wanderer_05_pants_alt_set","+20 Dexterity Attribute bonus","20"
"7274","wanderer_05_ring","+28 Mana","28"
"7275","wanderer_05_ring","+25% pet and minion Health","25"
"7276","wanderer_05_ring"," Charge  rate increased by 5%","5"
"7277","wanderer_05_ring_alt_b","+27 Fire Armor","27"
"7278","wanderer_05_ring_alt_b","All Damage Taken is reduced by -10% ","10"
"7279","wanderer_05_ring_alt_b","+20 Dexterity Attribute bonus","20"
"7280","wanderer_05_ring_alt_c","+20% to All Damage","20"
