pak_offset	unc	path
614103618	16444	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T CAST SPELL ON)_ (4).WAV
614118497	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T CAST SPELL ON)_ (5).WAV
614133000	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T CAST SPELL ON)_ (6).WAV
614147474	13372	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-04.WAV
614159549	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-05.WAV
614172567	14908	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-12.WAV
614186185	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-17.WAV
614197515	13372	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-18.WAV
614209757	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-19.WAV
614220983	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T INTERACT)-21.WAV
614235022	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-01.WAV
614248969	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-02.WAV
614262899	12860	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-03.WAV
614274535	12860	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-04.WAV
614286021	16444	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-05.WAV
614301047	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-06.WAV
614317078	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-07.WAV
614336812	19516	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-08.WAV
614354650	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-15.WAV
614368546	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-16.WAV
614381532	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-17.WAV
614395628	14908	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-18.WAV
614409098	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-19.WAV
614425036	23612	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-20.WAV
614445575	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-21.WAV
614465140	22588	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-22.WAV
614485789	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-23.WAV
614502186	16956	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-24.WAV
614517676	16956	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-25.WAV
614533011	16444	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(CAN'T USE SKILL WITH)-26.WAV
614548024	8764	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(DEATH)-01.WAV
614555346	9276	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(DEATH)-02.WAV
614563229	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(DEATH)-06.WAV
614573684	11324	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(DEATH)-07.WAV
614583732	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(DEATH)-08.WAV
614593634	19004	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (1).WAV
614610726	20028	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (10).WAV
614628387	20540	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (11).WAV
614646570	19516	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (12).WAV
614664186	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (13).WAV
614680487	20028	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (2).WAV
614698352	20540	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (3).WAV
614716636	27708	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (4).WAV
614741468	25148	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (5).WAV
614764094	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (6).WAV
614780116	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (7).WAV
614795861	19516	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (8).WAV
614813349	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(ENERGIZED) (9).WAV
614829106	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-01.WAV
614833687	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-02.WAV
614837704	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-03.WAV
614842571	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-04.WAV
614847566	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-05.WAV
614852703	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-06.WAV
614857361	4668	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-07.WAV
614861428	7228	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-08.WAV
614867519	4668	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-09.WAV
614871548	7228	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-10.WAV
614878268	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-11.WAV
614882830	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-12.WAV
614887299	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-13.WAV
614891783	6204	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-14.WAV
614897028	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-15.WAV
614902330	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-16.WAV
614906770	6716	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-17.WAV
614912729	47164	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-18.WAV
614947434	4668	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-19.WAV
614951409	7228	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-20.WAV
614958107	8252	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-21.WAV
614965522	7228	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-22.WAV
614971654	6204	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-23.WAV
614976767	6204	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-24.WAV
614982199	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(GET-HIT)-25.WAV
614987234	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(HURT)-14.WAV
615003802	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(HURT)-15.WAV
615019848	16956	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(HURT)-17.WAV
615035392	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(HURT)-18.WAV
615046161	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(HURT)-19.WAV
615058851	16444	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-04.WAV
615073831	20028	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-06.WAV
615091903	16956	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-07.WAV
615107382	16956	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-08.WAV
615122889	13372	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-09.WAV
615135069	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-10.WAV
615148099	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-11.WAV
615164349	23100	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-12.WAV
615185419	16444	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NO ROOM FOR LOOT)-13.WAV
615200100	18492	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-03.WAV
615216897	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-04.WAV
615236494	23100	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-07.WAV
615257409	19516	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-11.WAV
615275076	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-12.WAV
615290927	14908	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-13.WAV
615304589	19004	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(NOT ENOUGH MONEY)-15.WAV
615321736	20540	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(POISON)-02.WAV
615340361	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(POISON)-03.WAV
615353497	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(POISON)-04.WAV
615367273	24636	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(POISON)-06.WAV
615389596	19516	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(POISON)-08.WAV
615407276	13372	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-01.WAV
615419405	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-02.WAV
615432433	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-03.WAV
615445147	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-04.WAV
615457864	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-05.WAV
615470727	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-06.WAV
615481810	23612	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-07.WAV
615503130	21052	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-08.WAV
615521982	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-16.WAV
615536219	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-17.WAV
615550098	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-18.WAV
615564584	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-19.WAV
615578557	10812	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-20.WAV
615588200	11324	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-21.WAV
615598244	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-22.WAV
615617415	19516	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(REFRESHED)-23.WAV
615634991	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-01.WAV
615649581	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-02.WAV
615664171	22588	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-03.WAV
615684891	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-04.WAV
615704391	29756	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-05.WAV
615731447	23100	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-06.WAV
615752353	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-07.WAV
615768178	25148	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-08.WAV
615791027	30268	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-09.WAV
615818058	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-10.WAV
615830683	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-11.WAV
615843393	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-12.WAV
615859822	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-13.WAV
615876196	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-14.WAV
615890837	14908	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-15.WAV
615904552	23100	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-16.WAV
615925483	31804	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-17.WAV
615954151	24124	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-18.WAV
615975992	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-19.WAV
615986695	21052	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-20.WAV
616005719	18492	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-21.WAV
616022390	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-22.WAV
616041754	18492	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-23.WAV
616058516	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-24.WAV
616074360	30780	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-25.WAV
616102070	23100	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-26.WAV
616122806	25148	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-27.WAV
616145434	30780	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-28.WAV
616172926	21564	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-29.WAV
616191975	30268	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(SICK)-30.WAV
616219474	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-09.WAV
616235400	17468	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-10.WAV
616251337	22588	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-14.WAV
616271932	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-15.WAV
616286274	16956	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-17.WAV
616301808	17980	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-18.WAV
616317624	14908	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TIRED)-19.WAV
616330763	14908	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TRAP)-05.WAV
616344348	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERSERKERM_(TRAP)-08.WAV
616355115	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE1.WAV
616365999	10812	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE2.WAV
616375701	7228	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE3.WAV
616381931	8764	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE4.WAV
616389521	6716	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE5.WAV
616395559	6716	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE6.WAV
616401401	11324	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMCANTHERE7.WAV
616411792	9276	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT1.WAV
616419940	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT2.WAV
616430684	6204	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT3.WAV
616436064	7740	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT4.WAV
616442816	9276	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT5.WAV
616451116	10812	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT6.WAV
616460783	7740	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMHURT7.WAV
616467644	9276	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS1.WAV
616475765	8252	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS2.WAV
616482826	8252	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS3.WAV
616489966	7740	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS4.WAV
616496838	3644	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS5.WAV
616500170	5180	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS6.WAV
616504730	10812	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS7.WAV
616514162	11324	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMIMPOSS8.WAV
616524279	11324	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOGOLD1.WAV
616534600	10300	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOGOLD2.WAV
616543859	15420	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOGOLD3.WAV
616557672	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOGOLD4.WAV
616570051	15932	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOGOLD5.WAV
616584388	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOMANA1.WAV
616595639	10300	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOMANA2.WAV
616604675	12348	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOMANA3.WAV
616615761	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMLOMANA4.WAV
616626428	13372	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMPACKFULL1.WAV
616638343	11836	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMPACKFULL2.WAV
616648838	10300	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMPACKFULL3.WAV
616658220	10300	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMPACKFULL4.WAV
616667576	13884	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMPACKFULL5.WAV
616679961	14396	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMPACKFULL6.WAV
616692652	5692	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMTRAP1.WAV
616697668	6204	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMTRAP2.WAV
616703354	7228	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMTRAP3.WAV
616709687	8764	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMTRAP4.WAV
616717728	9276	MEDIA/SOUNDS/ENGLISH/BERSERKERM/BERZMTRAP5.WAV
616726219	9788	MEDIA/SOUNDS/ENGLISH/BERSERKERM/FRONTENDROAR1.WAV
616734732	9276	MEDIA/SOUNDS/ENGLISH/BERSERKERM/FRONTENDROAR2.WAV
616742825	12411	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-COMEBACKANYTIME.OGG
616754383	14514	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-DONTDOANYTHINIWOULDNT.OGG
616768053	11773	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-WHATKINIDOFORA.OGG
616778986	16670	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-YOULLNOFIND.OGG
616794805	13516	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-YOUWONTFINDABETTERDEAL.OGG
616807481	15987	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-YOUWONTFINDABETTERDEAL2.OGG
616822639	21492	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/BLACKSMITH-YOUWONTFINDABETTERDEALINTHESE.OGG
616843286	14431	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICFAREWELL.OGG
616856991	14211	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICGOODBYE.OGG
616870476	13625	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICGOODLUCK.OGG
616883365	15279	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICGREETINGS.OGG
616897893	15691	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICHOWMAYIHELP.OGG
616912852	19399	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICHOWMAYIHELP2.OGG
616931514	21489	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICIAMATYOURSERVICE.OGG
616952276	18970	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICSAFETRAVELS.OGG
616970528	21023	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICWELCOMEFRIEND.OGG
616990836	12055	MEDIA/SOUNDS/ENGLISH/BLACKSMITH/ERICYES.OGG
617002175	37948	MEDIA/SOUNDS/ENGLISH/BOSSMONSTER/BOSSGREETINGLUNCH.WAV
617036721	37948	MEDIA/SOUNDS/ENGLISH/BOSSMONSTER/BOSSQUIPHUMANS.WAV
617071633	23100	MEDIA/SOUNDS/ENGLISH/BOSSMONSTER/BOSSQUIPNOWPREPARE.WAV
617091909	21564	MEDIA/SOUNDS/ENGLISH/BOSSMONSTER/BOSSQUIPREADYTOFIGHT.WAV
617111141	167482	MEDIA/SOUNDS/ENGLISH/BRINK/BRINK-DIDSYLSENDYOUAFTERME.OGG
617277702	22391	MEDIA/SOUNDS/ENGLISH/BRINK/BRINK-GETINSIDEWITHTHEOTHERS.OGG
617299285	15762	MEDIA/SOUNDS/ENGLISH/BRINK/BRINK-HELPORSTAYOUTOFTHEWAY.OGG
617314212	14291	MEDIA/SOUNDS/ENGLISH/BRINK/BRINK-ICOULDUSEAHANDHERE.OGG
617327670	25813	MEDIA/SOUNDS/ENGLISH/BRINK/BRINK-NOWIHAVEYOUWHATHAVEYOUDONE.OGG
617352652	56805	MEDIA/SOUNDS/ENGLISH/BRINK/BRINK-YOUALRIGHTSYLRESTHERE.OGG
617408644	254173	MEDIA/SOUNDS/ENGLISH/CLAPTRAP/CLAPTRAPBLOATFANG.OGG
617661668	34091	MEDIA/SOUNDS/ENGLISH/CLAPTRAP/CLAPTRAPLOOKATME.OGG
617694906	44527	MEDIA/SOUNDS/ENGLISH/CLAPTRAP/CLAPTRAPLOOKATME_ALT_A.OGG
617738558	31141	MEDIA/SOUNDS/ENGLISH/CLAPTRAP/CLAPTRAPLOOKATME_ALT_B.OGG
617768836	91587	MEDIA/SOUNDS/ENGLISH/CLAPTRAP/CLAPTRAPTHANKYOUSTRANGER.OGG
617859518	57726	MEDIA/SOUNDS/ENGLISH/CLAPTRAP/CLAPTRAPWELCOMETO.OGG
617916356	247580	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_COMP_ENCLAVE.OGG
618161985	232110	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_COMP_GRELL.OGG
618392266	223371	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_COMP_RETURN.OGG
618613753	14140	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_GREET.OGG
618627140	86396	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_INT_ACT2.OGG
618712252	294099	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_INT_FOLLOW.OGG
619003987	190193	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_INT_WATER.OGG
619192541	283292	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_RET_ACT2.OGG
619473491	131500	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_RET_ENCLAVE.OGG
619604148	81611	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_RET_FOLLOW.OGG
619684966	210566	MEDIA/SOUNDS/ENGLISH/COMMANDERVALE/VANQ_RET_WATER.OGG
619893701	10015	MEDIA/SOUNDS/ENGLISH/COUGHY/COUGHY-BESEEINGYOU.OGG
619902866	7138	MEDIA/SOUNDS/ENGLISH/COUGHY/COUGHY-BYE.OGG
